Address,Baths Full,Baths Half,Beds Total,Sq Ft Total,Postal City,County,DOM,Expiration Date,# of Fireplaces,Garage Spaces,HOA Amenities,HOA Exist YN,HOA Fee,HOA Fee Covers,HOA Name Text,HOA Phone,List Price,Listing Date,Acres,Lot Size,Sale Date,Room Count,MLS Number,Original List Date,Original List Price,Parcel Number,Property Type,Longitude,Latitude,Close Date,Sale Price,State,Status,Status Change Timestamp,View,Year Built,Zip Code,Unit Number,Buyer's Financing
420 Bay Street,2,1,3,1410,San Francisco,San Francisco,12,06/30/2027 12:00:00 AM,1,0,,TRUE,497,", Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area",420 Bay St HOA,,1649000,07/10/2026 12:00:00 AM,0.05,2188,07/22/2026 12:00:00 AM,0,SF426143250,07/10/2026 12:00:00 AM,1649000,0030-015,Residential,-122.414076,37.805674,07/29/2026 12:00:00 AM,1858081,California,Sold,07/29/2026 12:00:00 AM,,2009,94133,B,Other
201 Folsom Street,2,0,2,1403,San Francisco,San Francisco,0,09/21/2026 12:00:00 AM,0,0,,TRUE,1473,"Maintenance - Exterior, Gas, Heating, Landscaping/Gardening, Management Fee, Pools, Spa, or Tennis, Roof, Sewer, , Water, Recreation Facility, Insurance - Structure, Common Area Gas, Maintenance - Common Area",Lumina HOA,,1799000,06/25/2026 12:00:00 AM,1.731,75406,06/25/2026 12:00:00 AM,0,SF426130373,06/25/2026 12:00:00 AM,1799000,3746-443,Residential,-122.392037,37.788706,07/20/2026 12:00:00 AM,1850000,California,Sold,07/20/2026 12:00:00 AM,,2016,94105,8C,All Cash No Loans
736 Valencia Street,2,0,2,1546,San Francisco,San Francisco,72,07/31/2026 12:00:00 AM,1,0,Roof Deck,TRUE,1103,"Landscaping/Gardening, Sewer, , Insurance, Common Area Gas, Maintenance - Common Area",736 Valencia St Homeowners Association,,1895000,05/16/2026 12:00:00 AM,0.115,5000,07/27/2026 12:00:00 AM,0,SF426131803,05/16/2026 12:00:00 AM,2095000,3588-110,Residential,-122.421818,37.761126,07/28/2026 12:00:00 AM,1835000,California,Sold,07/28/2026 12:00:00 AM,"Hills, City, San Francisco, City Lights, Downtown",2010,94110,402,Conventional Loan
1010 Cole Street,1,0,3,1250,San Francisco,San Francisco,13,09/29/2026 12:00:00 AM,2,1,,TRUE,254,,1006-1010 Cole Street HOA,,1295000,06/04/2026 12:00:00 AM,0.057,2500,06/17/2026 12:00:00 AM,0,SF426136012,06/04/2026 12:00:00 AM,1295000,1278-030,Residential,-122.449493,37.764697,07/01/2026 12:00:00 AM,1830000,California,Sold,07/01/2026 12:00:00 AM,,1907,94117,,Conventional Loan
138 Saturn Street,2,0,3,1346,San Francisco,San Francisco,0,10/01/2026 12:00:00 AM,0,1,,TRUE,448,"Sewer, , Water, Insurance",136-138 Saturn HOA,,1400000,07/27/2026 12:00:00 AM,0.057,2464,07/27/2026 12:00:00 AM,0,SF426150347,07/27/2026 12:00:00 AM,1400000,2627-066,Residential,-122.443605,37.762841,07/27/2026 12:00:00 AM,1800000,California,Sold,07/27/2026 12:00:00 AM,City,1900,94114,,Conventional Loan
195 25th Avenue,2,0,2,1350,San Francisco,San Francisco,0,10/31/2026 12:00:00 AM,0,0,,TRUE,650,", Insurance - Structure",,,1650000,06/30/2026 12:00:00 AM,0.087,3782,06/30/2026 12:00:00 AM,0,SF426140340,06/30/2026 12:00:00 AM,1650000,1333-048,Residential,-122.485358,37.78599,07/13/2026 12:00:00 AM,1800000,California,Sold,07/13/2026 12:00:00 AM,"Bay, Golden Gate Bridge, Other, San Francisco, Twin Peaks, Water, City Lights",1930,94121,301,All Cash No Loans
136 Everson Street,2,0,3,1605,San Francisco,San Francisco,13,10/14/2026 12:00:00 AM,0,1,,TRUE,593,"Landscaping/Gardening, Management Fee, Insurance, Insurance - Structure",,,1295000,06/19/2026 12:00:00 AM,0.012,501,07/02/2026 12:00:00 AM,0,SF426139839,06/19/2026 12:00:00 AM,1295000,7544-117,Residential,-122.432402,37.73873,07/10/2026 12:00:00 AM,1800000,California,Sold,07/10/2026 12:00:00 AM,,1973,94131,,All Cash No Loans
736 Valencia Street,2,0,2,1281,San Francisco,San Francisco,73,07/31/2026 12:00:00 AM,1,0,Roof Deck,TRUE,997,"Management Fee, Sewer, , Insurance - Structure",736 Valencia Home Owners Association,,1795000,05/15/2026 12:00:00 AM,0.115,5000,07/27/2026 12:00:00 AM,0,SF426131585,05/15/2026 12:00:00 AM,1895000,3588-111,Residential,-122.421818,37.761126,07/28/2026 12:00:00 AM,1800000,California,Sold,07/28/2026 12:00:00 AM,"Hills, Other, Park, San Francisco, Twin Peaks, Forest/Woods, City Lights, Garden/Greenbelt",2010,94110,501,All Cash No Loans
280 Spear Street,2,0,2,1302,San Francisco,San Francisco,10,08/31/2026 12:00:00 AM,0,0,,TRUE,1586,"Maintenance - Exterior, Landscaping/Gardening, Management Fee, Other, Roof, Sewer, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area, Door Person",,,1795000,06/29/2026 12:00:00 AM,1.26,54884,07/09/2026 12:00:00 AM,0,SF426128437,06/29/2026 12:00:00 AM,1795000,3740-190,Residential,-122.391683,37.790006,07/20/2026 12:00:00 AM,1795000,California,Sold,07/20/2026 12:00:00 AM,"Bay, Bay Bridge, San Francisco",2020,94105,7D,All Cash No Loans
324 Noriega Street,3,0,4,1724,San Francisco,San Francisco,8,10/31/2026 12:00:00 AM,0,1,,TRUE,400,"Common Area Gas, Maintenance - Common Area",,,1595000,05/27/2026 12:00:00 AM,0.057,2500,06/04/2026 12:00:00 AM,0,SF426133219,05/27/2026 12:00:00 AM,1595000,2039-052,Residential,-122.467284,37.754892,07/06/2026 12:00:00 AM,1760000,California,Sold,07/06/2026 12:00:00 AM,"Golden Gate Bridge, City Lights",1967,94122,,Not Reported
1000 3rd Street,2,0,2,1276,San Francisco,San Francisco,0,11/06/2026 12:00:00 AM,0,1,"Club House, Gym/ Exercise Facility, Barbecue Area, Pool, Sauna, Security Gate(s), Sauna/ Spa/ Hot Tub",TRUE,1081,"Maintenance - Exterior, Landscaping/Gardening, Management Fee, Pools, Spa, or Tennis, Roof, Sewer, , Recreation Facility, Insurance - Structure, Common Area Gas, Maintenance - Common Area",One Mission Bay,,1698000,07/02/2026 12:00:00 AM,1.056,46014,07/02/2026 12:00:00 AM,0,SF426141822,07/02/2026 12:00:00 AM,1698000,8715-125,Residential,-122.390316,37.775573,07/31/2026 12:00:00 AM,1728812,California,Sold,07/31/2026 12:00:00 AM,,2018,94158,812,Loan -  Adjustable Rate Mortgage
703 Vermont Street,1,1,2,1675,San Francisco,San Francisco,14,09/30/2026 12:00:00 AM,0,1,Other,TRUE,577,,701-703-705 Vermont St Homeowners Associ,,1299000,06/24/2026 12:00:00 AM,0.062,2684,07/08/2026 12:00:00 AM,0,SF426141024,06/24/2026 12:00:00 AM,1299000,4074-044,Residential,-122.403925,37.760724,07/27/2026 12:00:00 AM,1710000,California,Sold,07/27/2026 12:00:00 AM,"Bay, Bay Bridge, San Francisco, Downtown",1907,94107,,Not Reported
323 7th Avenue,2,0,3,1478,San Francisco,San Francisco,0,12/31/2026 12:00:00 AM,1,1,,TRUE,582,,,,1650000,06/19/2026 12:00:00 AM,0.069,3000,06/19/2026 12:00:00 AM,0,SF426140109,06/19/2026 12:00:00 AM,1650000,1439-069,Residential,-122.465631,37.782431,07/21/2026 12:00:00 AM,1700000,California,Sold,07/21/2026 12:00:00 AM,San Francisco,1910,94118,3,Conventional Loan
1998 Broadway Street,2,0,2,0,San Francisco,San Francisco,73,10/16/2026 12:00:00 AM,0,0,Roof Deck,TRUE,1633,"Maintenance - Exterior, Heating, Cable/Dish, Landscaping/Gardening, Management Fee, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area, Door Person",Broadway Towers HOA,,1750000,04/16/2026 12:00:00 AM,0.349,15195,07/23/2026 12:00:00 AM,0,SF425082566,04/16/2026 12:00:00 AM,1750000,0567-092,Residential,-122.429825,37.795325,07/29/2026 12:00:00 AM,1700000,California,Sold,07/29/2026 12:00:00 AM,"Bay, City",1964,94109,1201,Conventional Loan
765 Market Street,2,0,2,1427,San Francisco,San Francisco,54,05/06/2027 12:00:00 AM,0,0,,TRUE,3550,,,,1595000,05/06/2026 12:00:00 AM,1.381,60150,06/29/2026 12:00:00 AM,0,SF426143034,05/06/2026 12:00:00 AM,1595000,3706-158,Residential,-122.404552,37.78635,07/16/2026 12:00:00 AM,1675000,California,Sold,07/16/2026 12:00:00 AM,,2001,94103,25H,All Cash No Loans
189 Collingwood Street,2,0,2,1321,San Francisco,San Francisco,36,07/31/2026 12:00:00 AM,0,0,,TRUE,300,,,,1672000,06/17/2026 12:00:00 AM,0.071,3071,06/17/2026 12:00:00 AM,0,SF426148907,06/17/2026 12:00:00 AM,1672000,2695-046,Residential,-122.435802,37.759504,07/22/2026 12:00:00 AM,1672000,California,Sold,07/22/2026 12:00:00 AM,,0,94114,,Conventional Loan
1254 Washington Street,2,0,3,1410,San Francisco,San Francisco,62,09/26/2026 12:00:00 AM,1,0,Roof Deck,TRUE,1405,"Gas, Heating, Management Fee, , Water, Insurance, Common Area Gas, Maintenance - Common Area",,,1695000,04/23/2026 12:00:00 AM,0.133,5813,06/24/2026 12:00:00 AM,0,SF426116328,04/23/2026 12:00:00 AM,1695000,0189-032,Residential,-122.413798,37.794381,07/07/2026 12:00:00 AM,1670000,California,Sold,07/07/2026 12:00:00 AM,"Bay, Hills, Bay Bridge, Mt. Diablo, San Francisco, Water, City Lights, Downtown",1913,94108,,Not Reported
338 Main Street,2,0,2,1382,San Francisco,San Francisco,0,12/31/2027 12:00:00 AM,0,0,"Gym/ Exercise Facility, Pool",TRUE,1465,,,,1685000,06/12/2026 12:00:00 AM,1.731,75406,06/12/2026 12:00:00 AM,0,SF426132032,06/12/2026 12:00:00 AM,1685000,3746-200,Residential,-122.391499,37.788675,07/10/2026 12:00:00 AM,1656500,California,Sold,07/10/2026 12:00:00 AM,,2016,94105,8E,All Cash No Loans
1460 Clayton Street,3,0,3,2265,San Francisco,San Francisco,21,10/31/2026 12:00:00 AM,1,1,Security Gate(s),TRUE,369,", Insurance - Structure, Common Area Gas, Maintenance - Common Area",1460-1462 Clayton Street Homeowners Asso,,1677888,05/29/2026 12:00:00 AM,0.028,1227,06/19/2026 12:00:00 AM,0,SF426132455,05/29/2026 12:00:00 AM,1677888,2704-063,Residential,-122.445244,37.758594,07/06/2026 12:00:00 AM,1650000,California,Sold,07/06/2026 12:00:00 AM,"Bay, City, Other, Ridge, San Francisco, Twin Peaks, City Lights, Downtown",1963,94114,,Conventional Loan
3652 17th Street,1,0,2,1221,San Francisco,San Francisco,7,08/31/2026 12:00:00 AM,1,1,,TRUE,400,,,,1349000,05/28/2026 12:00:00 AM,0.057,2482,06/04/2026 12:00:00 AM,0,SF426134598,05/28/2026 12:00:00 AM,1349000,3566-080,Residential,-122.427488,37.763211,07/07/2026 12:00:00 AM,1650000,California,Sold,07/07/2026 12:00:00 AM,,1888,94114,,Conventional Loan
1789 Washington Street,2,0,2,1105,San Francisco,San Francisco,13,12/31/2026 12:00:00 AM,0,1,,TRUE,953,"Insurance - Homeowners , Management Fee, Roof, Sewer, , Water, Common Area Gas, Maintenance - Common Area",,,1595000,06/25/2026 12:00:00 AM,0.211,9202,07/08/2026 12:00:00 AM,0,SF426134218,06/25/2026 12:00:00 AM,1595000,0619-191,Residential,-122.422372,37.792934,07/14/2026 12:00:00 AM,1635000,California,Sold,07/14/2026 12:00:00 AM,"Bay, City, Mountains, Mt. Tamalpais, Panoramic, San Francisco, Water",2017,94109,702,All Cash No Loans
2217 Pacific Avenue,1,0,2,1290,San Francisco,San Francisco,105,06/30/2026 12:00:00 AM,1,0,,TRUE,649,,2217 Pacific Ave HOA,,1650000,03/09/2026 12:00:00 AM,0.072,3152,06/22/2026 12:00:00 AM,0,SF426110109,03/09/2026 12:00:00 AM,1650000,0589-040,Residential,-122.432188,37.793543,07/06/2026 12:00:00 AM,1635000,California,Sold,07/06/2026 12:00:00 AM,,1900,94115,4,Conventional Loan
932 Broderick Street,2,0,2,1171,San Francisco,San Francisco,10,11/09/2026 12:00:00 AM,0,0,,TRUE,750,,,,1195000,07/06/2026 12:00:00 AM,0.047,2056,07/16/2026 12:00:00 AM,0,SF426140001,07/06/2026 12:00:00 AM,1195000,1153-030,Residential,-122.440233,37.779325,07/23/2026 12:00:00 AM,1608000,California,Sold,07/23/2026 12:00:00 AM,,1984,94115,2,Not Reported
900 Minnesota Street,2,0,2,1244,San Francisco,San Francisco,17,11/24/2026 12:00:00 AM,0,1,,TRUE,631,,,,1600000,06/11/2026 12:00:00 AM,1.962,85458,07/02/2026 12:00:00 AM,0,SF426135279,06/11/2026 12:00:00 AM,1600000,4106-045,Residential,-122.390666,37.759587,07/23/2026 12:00:00 AM,1604000,California,Sold,07/23/2026 12:00:00 AM,,2009,94107,116,Conventional Loan
1334 11th Avenue,1,1,2,1350,San Francisco,San Francisco,3,12/12/2026 12:00:00 AM,2,0,,TRUE,415,,,,1249000,06/12/2026 12:00:00 AM,0.069,3000,06/15/2026 12:00:00 AM,0,SF426138996,06/12/2026 12:00:00 AM,1249000,1765-078,Residential,-122.468241,37.763272,07/02/2026 12:00:00 AM,1600000,California,Sold,07/02/2026 12:00:00 AM,,1908,94122,,Conventional Loan
338 Spear Street,2,0,2,1181,San Francisco,San Francisco,53,08/31/2026 12:00:00 AM,0,0,"Club House, Gym/ Exercise Facility, Pool, Sauna",TRUE,1374,"Gas, Landscaping/Gardening, Management Fee, Organized Activities, Pools, Spa, or Tennis, Security Service, Sewer, , Water, Common Area Gas, Maintenance - Common Area, Door Person",Infinity HOA,(415) 369-9888,1679000,04/30/2026 12:00:00 AM,1.75,76210,06/24/2026 12:00:00 AM,0,SF426126630,04/30/2026 12:00:00 AM,1729000,3745-505,Residential,-122.390625,37.789418,07/07/2026 12:00:00 AM,1600000,California,Sold,07/07/2026 12:00:00 AM,"Bay, City, Bay Bridge, San Francisco, Water, City Lights",2009,94105,18E,All Cash No Loans
250 King Street,2,0,2,1476,San Francisco,San Francisco,14,12/18/2026 12:00:00 AM,0,0,"Club House, Gym/ Exercise Facility, Pool, Recreation Room, Dog Park, Sauna, Sauna/ Spa/ Hot Tub",TRUE,1271,"Maintenance - Exterior, Management Fee, Pools, Spa, or Tennis, Security Service, Sewer, , Water, Recreation Facility, Common Area Gas, Maintenance - Common Area, Door Person, Insurance - Earthquake",Beacon HOA,,1599000,06/24/2026 12:00:00 AM,4.895,213232,07/08/2026 12:00:00 AM,0,SF426141278,06/24/2026 12:00:00 AM,1599000,8702-132,Residential,-122.393162,37.778222,07/15/2026 12:00:00 AM,1599000,California,Sold,07/15/2026 12:00:00 AM,"Bay, Panoramic, Water",2004,94107,1602,Not Reported
3334 16th Street,2,0,2,0,San Francisco,San Francisco,13,10/31/2026 12:00:00 AM,0,1,Security Gate(s),TRUE,525,,3330-3334 16th St HOA,,1398000,06/05/2026 12:00:00 AM,0.052,2277,06/18/2026 12:00:00 AM,0,SF426132691,06/05/2026 12:00:00 AM,1398000,3557-161,Residential,-122.427169,37.764826,07/15/2026 12:00:00 AM,1580000,California,Sold,07/15/2026 12:00:00 AM,"Hills, City, Twin Peaks, City Lights",2008,94114,A,All Cash No Loans
2062 Grove Street,1,1,2,1160,San Francisco,San Francisco,6,12/31/2026 12:00:00 AM,0,1,,TRUE,300,,,,1195000,06/25/2026 12:00:00 AM,0.079,3421,07/01/2026 12:00:00 AM,0,SF426142309,06/25/2026 12:00:00 AM,1195000,1189-035,Residential,-122.450541,37.774509,07/16/2026 12:00:00 AM,1550000,California,Sold,07/16/2026 12:00:00 AM,,1911,94117,,Conventional Loan
173 Guerrero Street,1,0,2,1295,San Francisco,San Francisco,21,09/19/2026 12:00:00 AM,1,1,,TRUE,250,,,,1550000,05/07/2026 12:00:00 AM,0.048,2099,05/28/2026 12:00:00 AM,0,SF426117930,05/07/2026 12:00:00 AM,1399000,3533-085,Residential,-122.424233,37.768436,07/01/2026 12:00:00 AM,1550000,California,Sold,07/01/2026 12:00:00 AM,,1926,94103,,All Cash No Loans
2190 15th Street,2,0,3,1448,San Francisco,San Francisco,11,12/31/2026 12:00:00 AM,2,0,,TRUE,600,,,,1395000,06/12/2026 12:00:00 AM,0.06,2624,06/23/2026 12:00:00 AM,0,SF426138277,06/12/2026 12:00:00 AM,1395000,3541-150,Residential,-122.432989,37.766111,07/15/2026 12:00:00 AM,1535000,California,Sold,07/15/2026 12:00:00 AM,,1900,94114,,Conventional Loan
300 Berry Street,2,0,3,1277,San Francisco,San Francisco,15,12/03/2026 12:00:00 AM,0,1,"Club House, Gym/ Exercise Facility, Barbecue Area, Roof Deck",TRUE,948,"Maintenance - Exterior, Gas, Management Fee, Sewer, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area, Door Person",Arterra,,1349000,06/25/2026 12:00:00 AM,0.961,41861,07/10/2026 12:00:00 AM,0,SF426139816,06/25/2026 12:00:00 AM,1349000,8704-090,Residential,-122.396231,37.773892,07/20/2026 12:00:00 AM,1500000,California,Sold,07/20/2026 12:00:00 AM,,2009,94158,554,Loan -  Adjustable Rate Mortgage
101 Lombard ,2,0,2,1544,San Francisco,San Francisco,10,09/15/2026 12:00:00 AM,0,0,"Club House, Garden/ Greenbelt/ Trails, Roof Deck, Sauna/ Spa/ Hot Tub, Car Wash Area",TRUE,1750,"Maintenance - Exterior, Heating, Cable/Dish, Insurance - Homeowners , Landscaping/Gardening, Management Fee, Pools, Spa, or Tennis, Security Service, Sewer, , Water, Insurance, Common Area Gas, Maintenance - Common Area, Door Person",101 Lombard,(415) 956-8101,1450000,06/12/2026 12:00:00 AM,0,3,06/22/2026 12:00:00 AM,0,SF426138184,06/12/2026 12:00:00 AM,1450000,0080-095,Residential,-122.404087,37.803828,07/10/2026 12:00:00 AM,1500000,California,Sold,07/10/2026 12:00:00 AM,"Bay, Hills, Bay Bridge, City Lights, Garden/Greenbelt",1983,94111,507W,Conventional Loan
1965 Clay Street,1,0,1,1015,San Francisco,San Francisco,12,09/01/2026 12:00:00 AM,1,0,,TRUE,410,,1963A-1963-1965-1967 Clay Street HOA,,1095000,06/12/2026 12:00:00 AM,0.084,3662,06/24/2026 12:00:00 AM,0,SF426135648,06/12/2026 12:00:00 AM,1095000,0624-102,Residential,-122.425289,37.791569,07/03/2026 12:00:00 AM,1500000,California,Sold,07/03/2026 12:00:00 AM,,1938,94109,,Not Reported
2395 Post Street,2,0,3,1446,San Francisco,San Francisco,13,09/03/2026 12:00:00 AM,1,1,,TRUE,450,"Common Area Electricity, Insurance - Common Area, Insurance - Homeowners , Insurance - Liability , Landscaping/Gardening, Maintenance - Common Area, Maintenance - Exterior","2393, 2395, 2399 Post Street HOA",(415) 318-6818,1350000,06/03/2026 12:00:00 AM,,,06/16/2026 12:00:00 AM,0,ML82049579,06/03/2026 9:34:45 AM,1350000,1079-036,Residential,-122.441144,37.783919,07/08/2026 12:00:00 AM,1500000,California,Sold,07/08/2026 12:00:00 AM,Neighborhood,2002,94115,,Conventional Loan
600 Capp Street,1,1,3,1532,San Francisco,San Francisco,66,08/17/2026 12:00:00 AM,0,2,,TRUE,,,600-602 Capp St HOA,,1595000,04/17/2026 12:00:00 AM,0.051,2210,06/22/2026 12:00:00 AM,0,SF426122602,04/17/2026 12:00:00 AM,1595000,3615-068,Residential,-122.418012,37.756953,07/02/2026 12:00:00 AM,1500000,California,Sold,07/02/2026 12:00:00 AM,,1900,94110,,Conventional Loan
706 Mission Street,2,0,2,1301,San Francisco,San Francisco,191,01/01/2027 12:00:00 AM,0,0,"Club House, Gym/ Exercise Facility, Recreation Room",TRUE,3748,"Maintenance - Exterior, Gas, Security Service, , Water, Door Person, Insurance - Earthquake",,,1500000,01/05/2026 12:00:00 AM,0.03,1303,07/15/2026 12:00:00 AM,0,SF426093771,01/05/2026 12:00:00 AM,1500000,3706-313,Residential,-122.40257,37.78614,07/17/2026 12:00:00 AM,1500000,California,Sold,07/17/2026 12:00:00 AM,"City, City Lights, Downtown",2021,94103,6C,All Cash No Loans
1 Hawthorne Street,2,0,2,1380,San Francisco,San Francisco,82,08/31/2026 12:00:00 AM,0,0,"Gym/ Exercise Facility, Barbecue Area, Roof Deck",TRUE,1687,"Maintenance - Exterior, Landscaping/Gardening, Management Fee, Security Service, , Water, Door Person",,,1499000,05/07/2026 12:00:00 AM,0.285,12409,07/28/2026 12:00:00 AM,0,SF426125694,05/07/2026 12:00:00 AM,1499000,3735-A025,Residential,-122.398897,37.785743,07/31/2026 12:00:00 AM,1499000,California,Sold,07/31/2026 12:00:00 AM,"San Francisco, City Lights",2010,94105,4H,Not Reported
650 Delancey Street,2,0,2,1450,San Francisco,San Francisco,1,09/19/2026 12:00:00 AM,0,0,,TRUE,963,"Management Fee, Sewer, , Water, Insurance - Structure",Oriental Warehouse Owners Association,,1249000,06/18/2026 12:00:00 AM,1.422,61922,06/19/2026 12:00:00 AM,0,SF426140013,06/18/2026 12:00:00 AM,1249000,3789-489,Residential,-122.389311,37.783123,07/02/2026 12:00:00 AM,1480000,California,Sold,07/02/2026 12:00:00 AM,,1996,94107,404,All Cash No Loans
2145 Franklin Street,2,0,2,1700,San Francisco,San Francisco,13,10/31/2026 12:00:00 AM,1,0,,TRUE,1200,"Maintenance - Exterior, Landscaping/Gardening, Management Fee, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area",,,1379000,05/29/2026 12:00:00 AM,0.111,4825,06/11/2026 12:00:00 AM,0,SF426115571,05/29/2026 12:00:00 AM,1379000,0593-044,Residential,-122.425042,37.79438,07/07/2026 12:00:00 AM,1477000,California,Sold,07/07/2026 12:00:00 AM,,1917,94109,1,Conventional Loan
501 Beale Street,2,0,2,1178,San Francisco,San Francisco,115,07/31/2026 12:00:00 AM,0,0,,TRUE,1533,,,,1475000,03/05/2026 12:00:00 AM,0.519,22594,06/29/2026 12:00:00 AM,0,SF426098645,03/05/2026 12:00:00 AM,1475000,3771-039,Residential,-122.389116,37.786253,07/08/2026 12:00:00 AM,1475000,California,Sold,07/08/2026 12:00:00 AM,,2006,94105,7H,Conventional Loan
1345 20th Street,1,0,2,1141,San Francisco,San Francisco,9,09/30/2026 12:00:00 AM,1,1,,TRUE,300,"Common Area Electricity, Common Area Gas, Hot Water, Insurance - Common Area, Maintenance - Exterior, Water",1345-1345A 20th HOA,,1295000,06/16/2026 12:00:00 AM,,,06/25/2026 12:00:00 AM,0,ML82051060,06/16/2026 12:00:00 AM,1295000,4102-164,Residential,-122.39501,37.759977,07/15/2026 12:00:00 AM,1455000,California,Sold,07/15/2026 12:00:00 AM,,1950,94107,,Conventional Loan
3481 16th Street,1,0,3,1187,San Francisco,San Francisco,7,12/19/2026 12:00:00 AM,2,0,Security Gate(s),TRUE,2500,,,,1198000,07/10/2026 12:00:00 AM,0.052,2249,07/17/2026 12:00:00 AM,0,SF426143341,07/10/2026 12:00:00 AM,1198000,3565-092,Residential,-122.430458,37.764229,07/30/2026 12:00:00 AM,1435000,California,Sold,07/30/2026 12:00:00 AM,City,1902,94114,,Conventional Loan
4231 26th Street,3,0,3,1401,San Francisco,San Francisco,22,07/02/2026 12:00:00 AM,0,1,,TRUE,,,4231-4231A 26th STREET HOMEOWNERS ASSOCI,,1395000,05/27/2026 12:00:00 AM,0.071,3108,06/18/2026 12:00:00 AM,0,SF426134400,05/27/2026 12:00:00 AM,1395000,6562-062,Residential,-122.434898,37.747723,07/17/2026 12:00:00 AM,1428888,California,Sold,07/17/2026 12:00:00 AM,,1907,94131,A,All Cash No Loans
2802 Clay Street,1,0,1,940,San Francisco,San Francisco,0,07/22/2026 12:00:00 AM,0,1,,TRUE,550,,,,1400000,07/20/2026 12:00:00 AM,0.058,2513,07/20/2026 12:00:00 AM,0,SF426148051,07/20/2026 12:00:00 AM,1400000,1002-041,Residential,-122.439414,37.790195,07/20/2026 12:00:00 AM,1425000,California,Sold,07/20/2026 12:00:00 AM,,1925,94115,,Conventional Loan
650 Delancey Street,2,0,2,1430,San Francisco,San Francisco,0,07/15/2026 12:00:00 AM,0,1,,TRUE,858,"Maintenance - Exterior, Landscaping/Gardening, Management Fee, Roof, Sewer, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area",Oriental Warehouse HOA,(415) 345-1270,1395000,06/23/2026 12:00:00 AM,1.422,61922,06/23/2026 12:00:00 AM,0,SF426144770,06/23/2026 12:00:00 AM,1395000,3789-496,Residential,-122.389311,37.783123,07/07/2026 12:00:00 AM,1425000,California,Sold,07/07/2026 12:00:00 AM,,1996,94107,411,All Cash No Loans
53 Wilder Street,2,0,2,1212,San Francisco,San Francisco,13,09/15/2026 12:00:00 AM,1,1,,TRUE,777,"Maintenance - Exterior, Management Fee, Sewer, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area",,,1295000,06/18/2026 12:00:00 AM,0.36,15674,07/01/2026 12:00:00 AM,0,SF426140413,06/18/2026 12:00:00 AM,1295000,6745-086,Residential,-122.433495,37.733929,07/20/2026 12:00:00 AM,1425000,California,Sold,07/20/2026 12:00:00 AM,,2006,94131,403,Conventional Loan
2476 Sutter Street,2,0,2,1125,San Francisco,San Francisco,9,04/25/2027 12:00:00 AM,0,1,Security Gate(s),TRUE,275,"Landscaping/Gardening, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area",Sutter Street Homeowners Association,,1195000,06/17/2026 12:00:00 AM,0.101,4400,06/26/2026 12:00:00 AM,0,SF426128398,06/17/2026 12:00:00 AM,1195000,1052-027,Residential,-122.441135,37.785314,07/08/2026 12:00:00 AM,1420000,California,Sold,07/08/2026 12:00:00 AM,"City Lights, Garden/Greenbelt",1980,94115,2,All Cash No Loans
555 Fulton Street,2,0,2,1167,San Francisco,San Francisco,5,12/19/2026 12:00:00 AM,0,1,,TRUE,970,"Maintenance - Exterior, Landscaping/Gardening, Management Fee, Sewer, , Insurance, Insurance - Structure, Common Area Gas, Maintenance - Common Area, Door Person",555 Fulton HOA,,1298988,06/19/2026 12:00:00 AM,1.016,44250,06/24/2026 12:00:00 AM,0,SF426140459,06/19/2026 12:00:00 AM,1298988,0794-165,Residential,-122.426109,37.778158,07/20/2026 12:00:00 AM,1415000,California,Sold,07/20/2026 12:00:00 AM,"City, San Francisco, City Lights",2020,94102,432,Conventional Loan
736 Valencia Street,2,0,2,1282,San Francisco,San Francisco,84,08/07/2026 12:00:00 AM,1,0,,TRUE,1044,"Maintenance - Exterior, Heating, Landscaping/Gardening, Management Fee, Insurance - Structure",736 Valencia St HOA,,1495000,05/08/2026 12:00:00 AM,0.115,5000,07/31/2026 12:00:00 AM,0,SF426129188,05/08/2026 12:00:00 AM,1650000,3588-107,Residential,-122.421818,37.761126,07/31/2026 12:00:00 AM,1415000,California,Sold,07/31/2026 12:00:00 AM,Other,2010,94110,301,Conventional Loan
238 Linden Street,2,0,3,1394,San Francisco,San Francisco,1,12/28/2026 12:00:00 AM,0,0,,TRUE,200,", Water, Insurance",238-240 Linden Street,,1150000,07/02/2026 12:00:00 AM,0.027,1155,07/03/2026 12:00:00 AM,0,SF426132176,07/02/2026 12:00:00 AM,1150000,0816-102,Residential,-122.42199,37.776644,07/28/2026 12:00:00 AM,1400000,California,Sold,07/28/2026 12:00:00 AM,,1907,94102,,Conventional Loan
