Address,Baths Full,Baths Half,Beds Total,Sq Ft Total,Postal City,County,DOM,Expiration Date,# of Fireplaces,Garage Spaces,HOA Amenities,HOA Exist YN,HOA Fee,HOA Fee Covers,HOA Name Text,HOA Phone,List Price,Listing Date,Acres,Lot Size,Sale Date,Room Count,MLS Number,Original List Date,Original List Price,Parcel Number,Property Type,Longitude,Latitude,Close Date,Sale Price,State,Status,Status Change Timestamp,View,Year Built,Zip Code,Unit Number,Buyer's Financing
1138 Page Street,3,0,3,0.0,San Francisco,San Francisco,42,12/31/2012 12:00:00 AM,0.0,0.0,,True,330.0,,,,1450000,07/20/2012 12:00:00 AM,,0.0,08/31/2012 12:00:00 AM,0,SF399073,07/20/2012 12:00:00 AM,1450000,NEWO-RUNDERC-ONSTRUC-TION,Residential,-122.439632,37.772183,09/19/2012 12:00:00 AM,1500000,California,Sold,09/19/2012 12:00:00 AM,"Bay, City Lights, Downtown, Park, Panoramic, San Francisco",2012.0,94117,,Conventional Loan
3 3rd Avenue,2,1,3,0.0,San Francisco,San Francisco,21,07/30/2012 12:00:00 AM,1.0,0.0,Garden/ Greenbelt/ Trails,True,435.0,", Landscaping/Gardening, Insurance - Homeowners , Water",,,1495000,05/18/2012 12:00:00 AM,,0.0,06/08/2012 12:00:00 AM,0,SF397048,05/18/2012 12:00:00 AM,1495000,135558,Residential,,,06/29/2012 12:00:00 AM,1500000,California,Sold,06/29/2012 12:00:00 AM,Garden/Greenbelt,1909.0,94118,,Not Reported
1810 Pacific Avenue,2,1,3,1750.0,San Francisco,San Francisco,195,06/28/2011 12:00:00 AM,0.0,0.0,,True,380.0,,,,1560000,09/04/2009 12:00:00 AM,,0.0,03/25/2010 12:00:00 AM,0,SF360902,09/04/2009 12:00:00 AM,1725000,NewO-rUnderC-onstruc-tion,Residential,-122.425583,37.794681,04/14/2010 12:00:00 AM,1500000,California,Sold,04/14/2010 12:00:00 AM,Bay,2009.0,94109,,Conventional Loan
550 Davis Street,2,1,2,1672.0,San Francisco,San Francisco,8,11/30/2009 12:00:00 AM,1.0,0.0,,True,1176.0,"Management Fee, Cable/Dish, Insurance - Earthquake, Maintenance - Exterior, , Landscaping/Gardening, Insurance - Homeowners , Water",Golden Gateway Commons I HOA,,1549000,08/27/2009 12:00:00 AM,,0.0,09/04/2009 12:00:00 AM,0,SF360599,08/27/2009 12:00:00 AM,1549000,99999,Residential,-122.398275,37.797573,09/17/2009 12:00:00 AM,1500000,California,Sold,09/24/2009 12:00:00 AM,"City Lights, San Francisco",1980.0,94111,1,All Cash No Loans
724 Lake Street,2,1,3,2556.0,San Francisco,San Francisco,14,10/23/2009 12:00:00 AM,1.0,0.0,Garden/ Greenbelt/ Trails,True,420.0,Maintenance - Exterior,,,1688888,07/23/2009 12:00:00 AM,,0.0,08/06/2009 12:00:00 AM,0,SF359507,07/23/2009 12:00:00 AM,1688888,1350-008,Residential,-122.467388,37.786726,10/06/2009 12:00:00 AM,1500000,California,Sold,04/22/2010 12:00:00 AM,Park,1903.0,94118,,Conventional Loan
876 Castro Street,2,1,3,2581.0,San Francisco,San Francisco,17,07/11/2005 12:00:00 AM,2.0,0.0,,True,376.0,,,,1350000,04/11/2005 12:00:00 AM,,0.0,04/28/2005 12:00:00 AM,0,SF286869,04/11/2005 12:00:00 AM,1350000,2770-040,Residential,-122.434758,37.75493,05/16/2005 12:00:00 AM,1500000,California,Sold,05/17/2005 12:00:00 AM,"City Lights, Downtown, Hills, Panoramic, Water",1993.0,94114,,Not Reported
179 Carnelian Way,3,0,3,2133.0,San Francisco,San Francisco,43,12/31/2018 12:00:00 AM,1.0,0.0,,True,829.0,"Insurance - Earthquake, Maintenance - Exterior, Insurance - Homeowners , Water",Harbor View Villas,(650) 286-0292,1495000,09/13/2018 12:00:00 AM,,0.0,10/26/2018 12:00:00 AM,0,SF475934,09/13/2018 12:00:00 AM,1495000,7501-130,Residential,-122.440174,37.748026,11/14/2018 12:00:00 AM,1495000,California,Sold,11/15/2018 3:06:04 PM,"Bay, Bay Bridge, City Lights, Downtown, Panoramic, San Francisco, Twin Peaks",1976.0,94131,,Not Reported
3 Helen Street,3,0,2,2030.0,San Francisco,San Francisco,76,10/14/2016 12:00:00 AM,1.0,0.0,,True,390.0,,3 Helen Street Condo Assoc.,,1495000,07/29/2016 12:00:00 AM,,0.0,10/13/2016 12:00:00 AM,0,SF448543,07/29/2016 12:00:00 AM,1595000,0251-037,Residential,-122.416193,37.790697,10/18/2016 12:00:00 AM,1495000,California,Sold,10/18/2016 12:00:00 AM,"City Lights, Golden Gate Bridge",1980.0,94109,101,Not Reported
560 Missouri Street,3,1,3,1425.0,San Francisco,San Francisco,27,03/31/2016 12:00:00 AM,1.0,0.0,,True,200.0,", Water",,,1495000,01/08/2016 12:00:00 AM,,0.0,02/04/2016 12:00:00 AM,0,SF440746,01/08/2016 12:00:00 AM,1495000,4100-108,Residential,-122.396529,37.759198,02/17/2016 12:00:00 AM,1495000,California,Sold,03/01/2016 12:00:00 AM,"City Lights, Water",2003.0,94107,B,Not Reported
2016 Pacific Avenue,2,1,2,1240.0,San Francisco,San Francisco,31,12/31/2015 12:00:00 AM,0.0,0.0,,True,390.0,,,,1495000,08/28/2015 12:00:00 AM,,0.0,09/28/2015 12:00:00 AM,0,SF436782,08/28/2015 12:00:00 AM,1495000,0578-043,Residential,-122.428913,37.79437,10/13/2015 12:00:00 AM,1495000,California,Sold,10/14/2015 12:00:00 AM,,1989.0,94109,204,Not Reported
2352 Hyde Street,2,1,2,2001.0,San Francisco,San Francisco,50,04/14/2011 12:00:00 AM,2.0,0.0,,True,533.0,,,,1525000,01/21/2011 12:00:00 AM,,0.0,03/12/2011 12:00:00 AM,0,SF379571,01/21/2011 12:00:00 AM,1525000,0068-039,Residential,-122.419584,37.802439,03/17/2011 12:00:00 AM,1495000,California,Sold,03/17/2011 12:00:00 AM,"Partial, Water",1980.0,94133,,All Cash No Loans
450 Corbett Avenue,3,0,3,1762.0,San Francisco,San Francisco,22,09/30/2016 12:00:00 AM,1.0,0.0,,True,325.0,,448-450 Corbett Ave HOA,,1495000,06/09/2016 12:00:00 AM,,0.0,07/01/2016 12:00:00 AM,0,SF446677,06/09/2016 12:00:00 AM,1495000,2719-035,Residential,-122.445773,37.757907,07/15/2016 12:00:00 AM,1492000,California,Sold,07/16/2016 12:00:00 AM,"Downtown, Panoramic, San Francisco",1983.0,94114,,Conventional Loan
235 Berry Street,3,0,2,1700.0,San Francisco,San Francisco,14,03/28/2018 12:00:00 AM,0.0,0.0,Garden/ Greenbelt/ Trails,True,716.0,"Management Fee, Door Person, Maintenance - Exterior, , Landscaping/Gardening, Water",235 Berry Residential Association,,1549000,01/25/2018 12:00:00 AM,,0.0,02/08/2018 12:00:00 AM,0,SF466574,01/25/2018 12:00:00 AM,1549000,8708-111,Residential,-122.393983,37.774487,02/09/2018 12:00:00 AM,1490000,California,Sold,02/13/2018 12:00:00 AM,,2007.0,94158,101,All Cash No Loans
170 Pacific,3,0,3,1993.0,San Francisco,San Francisco,59,01/21/2008 12:00:00 AM,1.0,0.0,Garden/ Greenbelt/ Trails,True,803.0,"Management Fee, Insurance - Earthquake, , Landscaping/Gardening, Insurance - Homeowners , Water",,,1549000,09/21/2007 12:00:00 AM,,0.0,11/19/2007 12:00:00 AM,0,SF331338,09/21/2007 12:00:00 AM,1599000,0167-019,Residential,-122.399183,37.798012,11/21/2007 12:00:00 AM,1488000,California,Sold,11/21/2007 12:00:00 AM,City Lights,1986.0,94111,19,All Cash No Loans
3615 20th Street,2,1,3,1429.0,San Francisco,San Francisco,0,11/05/2014 12:00:00 AM,1.0,0.0,,True,520.0,,,,1450000,05/30/2014 12:00:00 AM,,0.0,05/30/2014 12:00:00 AM,0,SF421393,05/30/2014 12:00:00 AM,1450000,3608-094,Residential,-122.421765,37.758297,05/30/2014 12:00:00 AM,1480000,California,Sold,06/04/2014 12:00:00 AM,,2003.0,94110,1,Not Reported
1670 20th Avenue,3,0,3,1980.0,San Francisco,San Francisco,11,06/18/2019 12:00:00 AM,0.0,0.0,,True,260.0,,,,998000,01/06/2019 12:00:00 AM,,0.0,01/17/2019 12:00:00 AM,0,SF479560,01/06/2019 12:00:00 AM,998000,1924-123,Residential,-122.477387,37.756523,02/08/2019 12:00:00 AM,1475000,California,Sold,02/08/2019 12:00:00 AM,,2001.0,94122,,Conventional Loan
2130 24th Street,2,0,3,0.0,San Francisco,San Francisco,22,06/30/2016 12:00:00 AM,1.0,0.0,,True,400.0,,,,1395000,03/31/2016 12:00:00 AM,,0.0,04/22/2016 12:00:00 AM,0,SF443768,03/31/2016 12:00:00 AM,1395000,4217-042,Residential,-122.401133,37.753507,04/29/2016 12:00:00 AM,1475000,California,Sold,04/29/2016 12:00:00 AM,"City Lights, Mountains, Panoramic, San Francisco",2006.0,94107,B,Not Reported
1189 Tennessee Street,3,0,2,1673.0,San Francisco,San Francisco,70,12/31/2015 12:00:00 AM,0.0,0.0,,True,640.0,,1189 Tennessee Street HOA,,1495000,08/28/2015 12:00:00 AM,,0.0,11/06/2015 12:00:00 AM,0,SF436816,08/28/2015 12:00:00 AM,1549000,NEWO-RUNDERC-ONSTRUC-TION,Residential,-122.388895,37.756869,11/10/2015 12:00:00 AM,1475000,California,Sold,11/10/2015 12:00:00 AM,,2015.0,94107,,Conventional Loan
1140 Page Street,2,0,3,0.0,San Francisco,San Francisco,33,12/06/2012 12:00:00 AM,0.0,0.0,,True,323.0,,,,1450000,07/06/2012 12:00:00 AM,,0.0,08/08/2012 12:00:00 AM,0,SF398633,07/06/2012 12:00:00 AM,1450000,NEWO-RUNDERC-ONSTRUC-TION,Residential,-122.439567,37.77212,09/19/2012 12:00:00 AM,1475000,California,Sold,09/19/2012 12:00:00 AM,"Bay, City Lights, Downtown, Park, Panoramic",2012.0,94117,,Other
6 Summit Way,3,0,3,2207.0,San Francisco,San Francisco,87,10/31/2020 12:00:00 AM,0.0,0.0,"Garden/ Greenbelt/ Trails, Playground",True,276.0,"Management Fee, Maintenance - Exterior, Landscaping/Gardening",Summit 800 Owners Association,(866) 473-2573,1499000,07/24/2020 12:00:00 AM,,0.0,10/19/2020 12:00:00 AM,0,SF502087,07/24/2020 12:00:00 AM,1595000,7331-128,Residential,-122.474565,37.714273,11/19/2020 12:00:00 AM,1470000,California,Sold,11/22/2020 12:00:00 AM,"City Lights, Garden/Greenbelt",2016.0,94132,,Conventional Loan
156 Lombard Street,2,1,2,1353.0,San Francisco,San Francisco,7,10/01/2020 12:00:00 AM,1.0,0.0,"Club House, Gym/ Exercise Facility, Roof Deck",True,1271.0,"Management Fee, Maintenance - Exterior, , Landscaping/Gardening, Security Service",Telegraph Landing North Association,,1485000,07/16/2020 12:00:00 AM,,0.0,07/23/2020 12:00:00 AM,0,SF501591,07/16/2020 12:00:00 AM,1485000,0059-191,Residential,-122.404074,37.804361,09/11/2020 12:00:00 AM,1470000,California,Sold,09/11/2020 12:00:00 AM,"Bay, Bay Bridge, City Lights, Downtown, Panoramic, San Francisco",1975.0,94111,32,All Cash No Loans
300 Berry Street,2,0,2,1199.0,San Francisco,San Francisco,26,05/08/2020 12:00:00 AM,0.0,0.0,"Barbecue Area, Club House, Gym/ Exercise Facility, Roof Deck",True,667.0,"Management Fee, Door Person, Maintenance - Exterior, , Security Service, Water",,,1479000,01/10/2020 12:00:00 AM,,0.0,02/05/2020 12:00:00 AM,0,SF492481,01/10/2020 12:00:00 AM,1479000,8704-062,Residential,-122.396241,37.77393,02/14/2020 12:00:00 AM,1470000,California,Sold,02/14/2020 12:00:00 AM,City Lights,2009.0,94158,448,Not Reported
255 Berry Street,3,0,2,1723.0,San Francisco,San Francisco,33,07/08/2013 12:00:00 AM,0.0,0.0,Garden/ Greenbelt/ Trails,True,699.0,"Management Fee, Door Person, Maintenance - Exterior, , Landscaping/Gardening, Water",255 Berry Street HOA,(415) 227-0609,1488000,05/10/2013 12:00:00 AM,,0.0,06/12/2013 12:00:00 AM,0,SF408015,05/10/2013 12:00:00 AM,1488000,8708-024,Residential,-122.394781,37.774387,06/21/2013 12:00:00 AM,1470000,California,Sold,06/21/2013 12:00:00 AM,"Park, Partial",2004.0,94158,116,Not Reported
113 Summit Way,2,1,3,2024.0,San Francisco,San Francisco,16,12/30/2023 12:00:00 AM,0.0,0.0,,True,331.0,,Summit Home Owners Association,,1499000,07/05/2023 12:00:00 AM,0.034,1491.0,07/21/2023 12:00:00 AM,0,SF423753107,07/05/2023 12:00:00 AM,1499000,7331-222,Residential,-122.47567,37.71523,08/21/2023 12:00:00 AM,1465000,California,Sold,08/21/2023 12:00:00 AM,,2015.0,94132,,Conventional Loan
235 Berry Street,3,0,2,1700.0,San Francisco,San Francisco,22,10/21/2013 12:00:00 AM,0.0,0.0,Roof Deck,True,618.0,"Management Fee, Maintenance - Exterior, , Landscaping/Gardening, Insurance - Homeowners , Water",235 Berry Street HOA - Baywest Mgmt.,(415) 345-1270,1398000,08/15/2013 12:00:00 AM,,0.0,09/06/2013 12:00:00 AM,0,SF411842,08/15/2013 12:00:00 AM,1398000,8708-111,Residential,-122.393983,37.774487,09/20/2013 12:00:00 AM,1462000,California,Sold,09/20/2013 12:00:00 AM,Garden/Greenbelt,2007.0,94158,101,Conventional Loan
65 Digby Street,3,0,3,1900.0,San Francisco,San Francisco,12,04/14/2024 12:00:00 AM,0.0,0.0,,True,745.0,,Diamond Heights HOA,,1325000,01/05/2024 12:00:00 AM,0.015,663.0,01/17/2024 12:00:00 AM,0,SF424000409,01/05/2024 12:00:00 AM,1325000,7544-134,Residential,-122.432812,37.739816,02/16/2024 12:00:00 AM,1460000,California,Sold,02/16/2024 12:00:00 AM,"Bay, Bridge(s), City, Panoramic, City Lights, Downtown, Garden/Greenbelt",1973.0,94131,,Conventional Loan
118 Everson Street,2,0,2,1360.0,San Francisco,San Francisco,27,04/30/2022 12:00:00 AM,1.0,0.0,Garden/ Greenbelt/ Trails,True,490.0,"Landscaping/Gardening, Management Fee, Roof, Insurance, Insurance - Earthquake",Diamond Heights HOA,,1298000,03/03/2022 12:00:00 AM,0.01,440.0,03/30/2022 12:00:00 AM,0,SF422635607,03/03/2022 12:00:00 AM,1298000,7544-109,Residential,-122.432011,37.738443,04/07/2022 12:00:00 AM,1460000,California,Sold,04/07/2022 12:00:00 AM,"Bay, Hills, Mountains, Other, Park, San Francisco, Twin Peaks, Water, City Lights, Downtown",1973.0,94131,,Conventional Loan
2125 Bryant Street,2,1,2,1340.0,San Francisco,San Francisco,3,12/31/2020 12:00:00 AM,0.0,0.0,,True,582.0,,,,1395000,09/14/2020 12:00:00 AM,,0.0,09/17/2020 12:00:00 AM,0,SF504748,09/14/2020 12:00:00 AM,1395000,4080-088,Residential,-122.40965,37.759542,09/17/2020 12:00:00 AM,1460000,California,Sold,09/17/2020 12:00:00 AM,,2009.0,94110,115,Not Reported
300 Berry Street,2,0,2,1241.0,San Francisco,San Francisco,60,12/31/2019 12:00:00 AM,0.0,0.0,"Barbecue Area, Club House, Gym/ Exercise Facility, Roof Deck",True,640.0,"Management Fee, Door Person, Maintenance - Exterior, , Insurance - Homeowners , Security Service, Water",,,1485000,09/05/2019 12:00:00 AM,,0.0,11/04/2019 12:00:00 AM,0,SF483129,09/05/2019 12:00:00 AM,1485000,8704-059,Residential,-122.396241,37.77393,11/14/2019 12:00:00 AM,1460000,California,Sold,11/14/2019 12:00:00 AM,,2009.0,94158,445,Conventional Loan
148 Carnelian Way,2,1,3,1959.0,San Francisco,San Francisco,42,10/01/2018 12:00:00 AM,1.0,0.0,,True,829.0,,Harbor View Villas,,1495000,07/20/2018 12:00:00 AM,,0.0,08/31/2018 12:00:00 AM,0,SF473586,07/20/2018 12:00:00 AM,1495000,7501-103,Residential,-122.441201,37.74771,09/05/2018 12:00:00 AM,1460000,California,Sold,09/07/2018 12:00:00 AM,"Bay, Bay Bridge, City Lights, Downtown, Garden/Greenbelt, Hills, Panoramic, San Francisco, Twin Peaks, Forest/Woods",1976.0,94131,,Not Reported
3316 Folsom Street,2,1,2,1295.0,San Francisco,San Francisco,12,09/01/2017 12:00:00 AM,0.0,0.0,,True,250.0,,,,1195000,05/24/2017 12:00:00 AM,,0.0,06/05/2017 12:00:00 AM,0,SF458460,05/24/2017 12:00:00 AM,1195000,5544-029,Residential,-122.413641,37.744796,06/28/2017 12:00:00 AM,1460000,California,Sold,06/28/2017 12:00:00 AM,"City Lights, Downtown, San Francisco",0.0,94110,,Not Reported
200 Dolores Street,2,1,2,1407.0,San Francisco,San Francisco,46,02/28/2014 12:00:00 AM,1.0,0.0,Garden/ Greenbelt/ Trails,True,535.0,"Management Fee, Maintenance - Exterior, , Heating, Insurance - Homeowners , Water",,,1450000,07/19/2013 12:00:00 AM,,0.0,09/03/2013 12:00:00 AM,0,SF410610,07/19/2013 12:00:00 AM,1450000,3557-139,Residential,-122.426908,37.766085,09/05/2013 12:00:00 AM,1460000,California,Sold,09/06/2013 12:00:00 AM,,2013.0,94103,5,Conventional Loan
103 Summit Way,2,1,3,2133.0,San Francisco,San Francisco,16,07/17/2015 12:00:00 AM,0.0,0.0,"Garden/ Greenbelt/ Trails, Playground",True,276.0,"Management Fee, Maintenance - Exterior, Landscaping/Gardening, Insurance - Homeowners",,,1339000,12/20/2014 12:00:00 AM,,0.0,01/05/2015 12:00:00 AM,0,SF428308,12/20/2014 12:00:00 AM,1339000,NEWO-RUNDERC-ONSTRUC-TION,Residential,-122.475328,37.715294,08/26/2015 12:00:00 AM,1455500,California,Sold,08/29/2015 12:00:00 AM,Garden/Greenbelt,2015.0,94132,,Conventional Loan
501 Noe Street,2,0,2,1366.0,San Francisco,San Francisco,21,10/15/2016 12:00:00 AM,2.0,0.0,,True,431.0,,,,1450000,06/16/2016 12:00:00 AM,,0.0,07/07/2016 12:00:00 AM,0,SF446850,06/16/2016 12:00:00 AM,1450000,3584-118,Residential,-122.432546,37.760843,08/11/2016 12:00:00 AM,1455000,California,Sold,08/12/2016 12:00:00 AM,"Downtown, Hills, Twin Peaks",1900.0,94114,201,Not Reported
2125 Bryant Street,3,1,3,0.0,San Francisco,San Francisco,29,04/30/2014 12:00:00 AM,0.0,0.0,"Barbecue Area, Garden/ Greenbelt/ Trails",True,559.0,"Management Fee, Maintenance - Exterior, , Landscaping/Gardening, Water",,,1395000,02/06/2014 12:00:00 AM,,0.0,03/07/2014 12:00:00 AM,0,SF417035,02/06/2014 12:00:00 AM,1395000,4080-113,Residential,-122.40965,37.759542,03/12/2014 12:00:00 AM,1455000,California,Sold,03/13/2014 12:00:00 AM,,2009.0,94110,316,Not Reported
170 Pacific Avenue,2,0,2,1471.0,San Francisco,San Francisco,1,10/16/2013 12:00:00 AM,1.0,0.0,Garden/ Greenbelt/ Trails,True,764.0,"Management Fee, Cable/Dish, Insurance - Earthquake, Maintenance - Exterior, , Landscaping/Gardening, Insurance - Homeowners , Water",GGC III HOA,(415) 447-4282,1449000,07/16/2013 12:00:00 AM,,0.0,07/17/2013 12:00:00 AM,0,SF410582,07/16/2013 12:00:00 AM,1449000,9999,Residential,-122.399183,37.798012,08/05/2013 12:00:00 AM,1454000,California,Sold,08/06/2013 12:00:00 AM,"Bay Bridge, City Lights, Downtown, San Francisco",1984.0,94111,41,All Cash No Loans
1734 Lombard Street,3,0,3,1745.0,San Francisco,San Francisco,34,09/30/2013 12:00:00 AM,1.0,0.0,,True,645.0,"Management Fee, Maintenance - Exterior,",,,1400000,03/08/2013 12:00:00 AM,,0.0,04/11/2013 12:00:00 AM,0,SF405644,03/08/2013 12:00:00 AM,1400000,0495-044,Residential,-122.430129,37.80092,04/19/2013 12:00:00 AM,1450500,California,Sold,04/21/2013 12:00:00 AM,"City Lights, Golden Gate Bridge, Mountains, Marina, Partial, Water",2005.0,94123,7,Conventional Loan
1688 20th Avenue,3,1,4,2365.0,San Francisco,San Francisco,42,12/31/2025 12:00:00 AM,0.0,0.0,,True,400.0,"Management Fee, Common Area Gas, Maintenance - Common Area",Providence Condominium Association,(925) 871-7151,1395000,09/05/2025 12:00:00 AM,0.059,2575.0,10/17/2025 12:00:00 AM,0,SF425070821,09/05/2025 12:00:00 AM,1495000,1924-118,Residential,-122.477546,37.756342,11/12/2025 12:00:00 AM,1450000,California,Sold,11/12/2025 12:00:00 AM,Ocean,2001.0,94122,,Conventional Loan
118 Gold Mine Drive,2,0,3,1532.0,San Francisco,San Francisco,8,07/31/2025 12:00:00 AM,1.0,2.0,,True,20.0,"Insurance - Common Area, Landscaping/Gardening",Gold Mine Terrace Property Owner's Asso.,,1199950,09/05/2024 12:00:00 AM,0.119,5163.0,09/13/2024 12:00:00 AM,0,ML81979161,09/05/2024 9:51:44 AM,1199950,7522-032,Residential,-122.438434,37.742907,10/04/2024 12:00:00 AM,1450000,California,Sold,10/04/2024 12:00:00 AM,"Bay, Bridge(s), City Lights, Forest/Woods",1973.0,94131,,Conventional Loan
79 Summit Way,2,1,3,2133.0,San Francisco,San Francisco,12,01/04/2025 12:00:00 AM,,2.0,"Playground, Picnic Area",True,351.0,,Summit 800 Owners Association,(866) 473-2573,1499000,12/21/2023 12:00:00 AM,0.033,1422.0,01/02/2024 12:00:00 AM,0,CRSW23229168,,1499000,7331209,Residential,-122.474964,37.715099,01/23/2024 12:00:00 AM,1450000,California,Sold,01/23/2024 12:00:00 AM,"Golf Course, Lake",2015.0,94132,,All Cash No Loans
79 Summit Way,2,1,3,2133.0,San Francisco,San Francisco,18,01/04/2025 12:00:00 AM,0.0,0.0,"Park, Playground, Dog Park",True,351.0,"Maintenance - Exterior, Landscaping/Gardening, Management Fee, Organized Activities, Roof, Insurance, Common Area Gas, Maintenance - Common Area",Summit 800 Owners Association,(866) 473-2573,1499000,01/04/2024 12:00:00 AM,0.033,1422.0,01/22/2024 12:00:00 AM,0,SF423925824,01/04/2024 12:00:00 AM,1499000,7331-209,Residential,-122.474964,37.715099,01/23/2024 12:00:00 AM,1450000,California,Sold,01/23/2024 12:00:00 AM,"Golf Course, Hills, Lake",2015.0,94132,,All Cash No Loans
99 Summit Way,2,1,3,2024.0,San Francisco,San Francisco,4,12/31/2021 12:00:00 AM,0.0,0.0,"Dog Park, Playground",True,306.0,"Common Area Gas, Maintenance - Common Area, Insurance - Structure, Maintenance - Exterior, Management Fee",Summit 800 Owners Association,(866) 473-2573,1380000,07/06/2021 12:00:00 AM,0.041,1791.0,07/10/2021 12:00:00 AM,0,SF421568554,07/06/2021 12:00:00 AM,1380000,7331-216,Residential,-122.475327,37.715169,08/09/2021 12:00:00 AM,1450000,California,Sold,08/09/2021 12:00:00 AM,"Golf Course, San Francisco",2015.0,94132,,All Cash No Loans
4150 17th Street,2,0,2,1598.0,San Francisco,San Francisco,96,01/15/2021 12:00:00 AM,1.0,0.0,,True,712.0,"Management Fee, Maintenance - Exterior, , Landscaping/Gardening, Insurance - Homeowners",,,1450000,09/11/2020 12:00:00 AM,,0.0,12/16/2020 12:00:00 AM,0,SF505791,09/11/2020 12:00:00 AM,1525000,2623-192,Residential,-122.438532,37.762785,01/05/2021 12:00:00 AM,1450000,California,Sold,01/06/2021 12:00:00 AM,Panoramic,1994.0,94114,25,Not Reported
1732 20th Avenue,3,0,4,2225.0,San Francisco,San Francisco,49,12/31/2020 12:00:00 AM,0.0,0.0,,True,270.0,"Management Fee, Maintenance - Exterior, Landscaping/Gardening",Providence Condominium Association,(925) 901-0025,1288000,09/24/2020 12:00:00 AM,,0.0,11/12/2020 12:00:00 AM,0,SF504916,09/24/2020 12:00:00 AM,1288000,1924-098,Residential,-122.477443,37.755487,11/24/2020 12:00:00 AM,1450000,California,Sold,11/24/2020 12:00:00 AM,,2001.0,94122,,Conventional Loan
1736 20th Avenue,3,0,3,2225.0,San Francisco,San Francisco,7,10/01/2020 12:00:00 AM,0.0,0.0,,True,270.0,Maintenance - Exterior,,,1450000,06/24/2020 12:00:00 AM,,0.0,07/01/2020 12:00:00 AM,0,SF499602,06/24/2020 12:00:00 AM,1500000,1924-096,Residential,-122.477333,37.755427,08/07/2020 12:00:00 AM,1450000,California,Sold,08/07/2020 12:00:00 AM,,2001.0,94122,,Not Reported
1821 15th Street,2,0,2,0.0,San Francisco,San Francisco,16,05/31/2020 12:00:00 AM,1.0,0.0,,True,588.0,,,,1395000,04/01/2020 12:00:00 AM,,0.0,04/17/2020 12:00:00 AM,0,SF496647,04/01/2020 12:00:00 AM,1495000,3556-257,Residential,-122.424797,37.76622,05/14/2020 12:00:00 AM,1450000,California,Sold,05/14/2020 12:00:00 AM,,2000.0,94103,19,Not Reported
1730 20th Avenue,3,1,3,1980.0,San Francisco,San Francisco,9,01/03/2019 12:00:00 AM,0.0,0.0,,True,240.0,Maintenance - Exterior,Willis Management Group,(925) 901-0225,998000,07/03/2018 12:00:00 AM,,0.0,07/12/2018 12:00:00 AM,0,SF472967,07/03/2018 12:00:00 AM,998000,1924-097,Residential,-122.477337,37.755496,08/10/2018 12:00:00 AM,1450000,California,Sold,08/10/2018 12:00:00 AM,Ocean,2001.0,94122,,Not Reported
255 Berry Street,2,1,2,1250.0,San Francisco,San Francisco,49,10/30/2017 12:00:00 AM,0.0,0.0,,True,709.0,,,,1395000,06/01/2017 12:00:00 AM,,0.0,07/20/2017 12:00:00 AM,0,SF458737,06/01/2017 12:00:00 AM,1495000,8708-021,Residential,-122.394781,37.774387,08/14/2017 12:00:00 AM,1450000,California,Sold,09/14/2017 12:00:00 AM,"Bay, City Lights, Garden/Greenbelt, Park, Water",2004.0,94158,113,Conventional Loan
1299 Bush Street,2,1,2,1530.0,San Francisco,San Francisco,88,12/31/2016 12:00:00 AM,0.0,0.0,"Barbecue Area, Roof Deck",True,690.0,"Management Fee, Door Person, Maintenance - Exterior, , Insurance - Homeowners , Water",1299 Bush St Owners Association,(415) 921-5733,1599000,07/22/2016 12:00:00 AM,,0.0,10/18/2016 12:00:00 AM,0,SF447859,07/22/2016 12:00:00 AM,1649000,0310-279,Residential,-122.418455,37.788738,10/31/2016 12:00:00 AM,1450000,California,Sold,11/02/2016 12:00:00 AM,City Lights,2009.0,94109,201,Not Reported
88 King Street,3,0,3,1526.0,San Francisco,San Francisco,62,09/30/2016 12:00:00 AM,0.0,0.0,"Barbecue Area, Club House, Car Wash Area, Garden/ Greenbelt/ Trails, Gym/ Exercise Facility, Recreation Room, Roof Deck, Sauna, Sauna/ Spa/ Hot Tub",True,990.0,"Management Fee, Door Person, Maintenance - Exterior, , Landscaping/Gardening, Insurance - Homeowners , Other, Organized Activities, Security Service, Water",One Embarcadero South,(415) 281-0351,1425000,07/15/2016 12:00:00 AM,,0.0,09/15/2016 12:00:00 AM,0,SF448062,07/15/2016 12:00:00 AM,1399000,3793-009,Residential,-122.389222,37.780674,09/16/2016 12:00:00 AM,1450000,California,Sold,09/16/2016 12:00:00 AM,"Bay, City Lights, Partial",2000.0,94107,104,All Cash No Loans
4647 25th Street,2,1,3,2041.0,San Francisco,San Francisco,21,02/10/2016 12:00:00 AM,1.0,0.0,,True,177.0,,,,1475000,11/20/2015 12:00:00 AM,,0.0,12/11/2015 12:00:00 AM,0,SF440070,11/20/2015 12:00:00 AM,1475000,6542-047,Residential,-122.441228,37.74908,12/22/2015 12:00:00 AM,1450000,California,Sold,12/31/2015 12:00:00 AM,"City Lights, Panoramic, San Francisco",1978.0,94114,,All Cash No Loans
